,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,Year_D,Month_D,Act,Boat,Injur_Type,Spec
5503,02-Nov-1904,1904,Unprovoked,PHILIPPINES,LUZON ISLAND,"Inner Harbor, Olongapo",Bathing alongside US Naval ship,M,UNKNOWN,Foot bitten,N,UNKNOWN,UNKNOWN,1904,NOV,BATHING,No,BITTEN,UNKONWN
5504,Reported 11-Oct-1904,1904,Unprovoked,INDIAN OCEAN,BETWEEN NOUMEA & SYDNEY,UNKNOWN,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1904,OCT,UNKONWN,No,FATAL INJURY,UNKONWN
5505,Sep-1904,1904,Unprovoked,CUBA,HAVANA PROVINCE,Havana Harbor,Lost his footing & fell overboard,M,UNKNOWN,"FATAL, left leg severed below knee, right leg severed above knee by a second shark",Y,UNKNOWN,UNKNOWN,1904,SEP,FOOTING,No,FATAL INJURY,UNKONWN
5506,Aug-1904,1904,Unprovoked,CUBA,VILLA CLARA PROVINCE,Caibarien Harbor,"Ship's boat capsized in squall, captain & 2 sailors clinging onto hull",M,UNKNOWN,"FATAL, shark pulled them off hull of boat  ",Y,UNKNOWN,UNKNOWN,1904,AUG,CLINGING,No,FATAL INJURY,UNKONWN
5507,28-Jul-1904,1904,Unprovoked,USA,NEW JERSEY,"Shrewsbury River,  Monmouth County",Sailing,M,UNKNOWN,No injury,N,UNKNOWN,UNKNOWN,1904,JUL,SAILING,No,NO INJURY,UNKONWN
5508,27-Jul-1904,1904,Unprovoked,USA,TEXAS,UNKNOWN,Swimming,M,UNKNOWN,"FATAL, body not recovered",Y,UNKNOWN,UNKNOWN,1904,JUL,SWIMMING,No,FATAL INJURY,UNKONWN
5509,Reported 01-Jul-1904,1904,Unprovoked,ITALY,ANCONA PROVINCE,Ancona,Swimming,M,UNKNOWN,FATAL x 4. Afterwards metal mesh nets were installed,Y,UNKNOWN,UNKNOWN,1904,JUL,SWIMMING,No,FATAL INJURY,UNKONWN
5510,07-Feb-1904,1904,Unprovoked,AUSTRALIA,QUEENSLAND,Brisbane,Swimming after his hat,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1904,FEB,SWIMMING,No,FATAL INJURY,UNKONWN
5511,04-Feb-1904,1904,Unprovoked,NEW ZEALAND,NORTH ISLAND,Waitara,Swimming,M,30,FATAL,Y,UNKNOWN,UNKNOWN,1904,FEB,SWIMMING,No,FATAL INJURY,UNKONWN
5512,23-Jan-1904,1904,Unprovoked,NEW CALEDONIA,SOUTH PROVINCE,Noumea,Bathing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1904,JAN,BATHING,No,FATAL INJURY,UNKONWN
5513,1904,1904,Unprovoked,REUNION ISLAND,UNKNOWN,Swimming off the British steamer Troutpool,Swimming,M,16,FATAL,Y,UNKNOWN,UNKNOWN,1904,UNKNOWN,SWIMMING,No,FATAL INJURY,UNKONWN
5515,1904,1904,Unprovoked,PHILIPPINES,QUEZON,Tayabas,Bathing,M,UNKNOWN,Left arm bitten,N,UNKNOWN,UNKNOWN,1904,UNKNOWN,BATHING,No,BITTEN,UNKONWN
5516,1904,1904,Unprovoked,USA,HAWAII,"Off Diamond Head, Honolulu, O'ahu",Swimming,M,UNKNOWN,"FATAL, disappeared, then shark caught with head and body of man, from waist down minus leg, in its gut",Y,UNKNOWN,UNKNOWN,1904,UNKNOWN,SWIMMING,No,FATAL INJURY,UNKONWN
5517,04-Oct-1903,1903,Unprovoked,CUBA,HAVANA PROVINCE,Havana Harbor,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1903,OCT,UNKONWN,No,FATAL INJURY,UNKONWN
5518,Reported 16-Sep-1903,1903,Unprovoked,USA,NEW JERSEY,"Atlantic City, Atlantic County",Fishing,M,UNKNOWN,Lacerations to right arm & shoulder,N,UNKNOWN,9' shark,1903,SEP,FISHING,Yes,LACERATIONS,UNKONWN
5519,July-1903 ,1903,Unprovoked,FALKLAND ISLANDS,UNKNOWN,UNKNOWN,"Swimming, after falling overboard",M,28,"Right leg bitten, surgically amputated",N,UNKNOWN,UNKNOWN,1903,UNKNOWN,SWIMMING,No,BITTEN,UNKONWN
5520,21-Jun-1903,1903,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Georges River,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1903,JUN,SWIMMING,No,FATAL INJURY,UNKONWN
5521,04-May-1903,1903,Unprovoked,MEXICO,VERACRUZ,Coatzacoalcos,Bathing,M,UNKNOWN,FATAL x 3,Y,UNKNOWN,UNKNOWN,1903,MAY,BATHING,No,FATAL INJURY,UNKONWN
5522,Reported 20-Mar-1903,1903,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Sydney,Suicide,M,UNKNOWN,Jumped off cliff,Y,UNKNOWN,UNKNOWN,1903,MAR,UNKONWN,No,OTHERS,UNKONWN
5523,12-Mar-1903,1903,Unprovoked,AUSTRALIA,QUEENSLAND,Logan River,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1903,MAR,SWIMMING,No,FATAL INJURY,UNKONWN
5524,  10-Jan-1903,1903,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Lane Cove River, Sydney Harbor (Estuary)",UNKNOWN,M,UNKNOWN,FATAL,Y,UNKNOWN,Bull shark,1903,JAN,UNKONWN,No,FATAL INJURY,BULL
5525,Summer of 1903,1903,Unprovoked,CRETE,UNKNOWN,UNKNOWN,Sponge diving,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1903,UNKNOWN,DIVING,No,FATAL INJURY,UNKONWN
5526,Ca. 1903,1903,Unprovoked,USA,HAWAII,"Koko Head, south side of O'ahu Island",Fishing,M,UNKNOWN,"FATAL, remains (foot) recovered from shark 2 days later",Y,UNKNOWN,UNKNOWN,1903,UNKNOWN,FISHING,Yes,FATAL INJURY,UNKONWN
5527,Reported 22-Dec-1902,1902,Unprovoked,NICARAGUA,RIO SAN JUAN,Greytown,Swimming,M,30,FATAL,Y,18h00,UNKNOWN,1902,DEC,SWIMMING,No,FATAL INJURY,UNKONWN
5528,10-Nov-1902,1902,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Middle Harbour, Sydney",Swimming,M,17,FATAL,Y,Afternoon,UNKNOWN,1902,NOV,SWIMMING,No,FATAL INJURY,UNKONWN
5529,Reported 01-Nov-1902,1902,Unprovoked,USA,TEXAS,"Near Port Lavaca, Calhoun County",Fishing,M,UNKNOWN,Severe laceration to hand,N,UNKNOWN,UNKNOWN,1902,NOV,FISHING,Yes,LACERATIONS,UNKONWN
5530,Reported 29-Aug-1902,1902,Unprovoked,ITALY,CALABRIA,Nicotera,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1902,AUG,SWIMMING,No,FATAL INJURY,UNKONWN
5531,Reported 24-Aug-1902,1902,Boat,CROATIA,ISTRIA COUNTY,Porec,Fishing,M,UNKNOWN,"No injury to occupants, shark grabbed anchor rope & towed boat",N,UNKNOWN,UNKNOWN,1902,AUG,FISHING,Yes,NO INJURY,UNKONWN
5532,08-Aug-1902,1902,Unprovoked,USA,HAWAII,"Kalihi, O'ahu",Catching crabs,M,UNKNOWN,"FATAL, both arms severed  ",Y,UNKNOWN,UNKNOWN,1902,AUG,CATCHING,No,FATAL INJURY,UNKONWN
5533,15-Jul-1902,1902,Provoked,ITALY,LIGURIA,"Galliera dock, Genoa",Fishing,M,UNKNOWN,Face & arms injured by hooked shark PROVOKED INCIDENT ,N,UNKNOWN,UNKNOWN,1902,JUL,FISHING,Yes,INJURED,UNKONWN
5534,06-Jul-1902,1902,Provoked,USA,NEW JERSEY,"Atlantic City, Atlantic County",Swimming,M,UNKNOWN,Shark bit his left arm after he grabbed its tail PROVOKED INCIDENT,N,UNKNOWN,UNKNOWN,1902,JUL,SWIMMING,No,OTHERS,UNKONWN
5535,02-Jun-1902,1902,Unprovoked,PHILIPPINES,ZAMBOANGA DEL SUR PROVINCE,"Near mouth of River Cumalarang, 5 miles from Port Isabela, Basilan Island",UNKNOWN,M,UNKNOWN,"""Nose hanging by a threat, prints of shark's teeth over entire right cheek""",N,UNKNOWN,UNKNOWN,1902,JUN,UNKONWN,No,OTHERS,UNKONWN
5536,Jun-1902,1902,Unprovoked,EGYPT,MEDITERRANEAN SEA,"Tzortzou Reef, Marsa Matruh",Sponge diving,M,UNKNOWN,Bitten on hand and thigh,N,UNKNOWN,UNKNOWN,1902,JUN,DIVING,No,BITTEN,UNKONWN
5538,.Reported 22-Feb-1902,1902,Provoked,NEW ZEALAND,NORTH ISLAND,Poverty Bay,Standing on ship deck,M,UNKNOWN,"No injury, hooked shark bit tousers. PROVOKED INCIDENT",N,UNKNOWN,UNKNOWN,1902,FEB,STANDING,No,NO INJURY,UNKONWN
5539,Reported 25-Jan-1902,1902,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Kerosene Bay,Dangling feet in the water,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1902,JAN,DANGLING,No,FATAL INJURY,UNKONWN
5541,19-Jan-1902,1902,Unprovoked,AUSTRALIA,QUEENSLAND,Brisbane,Swimming,M,16,Legs bitten,N,12h00,UNKNOWN,1902,JAN,SWIMMING,No,BITTEN,UNKONWN
5542,01-Dec-1901,1901,Unprovoked,AUSTRALIA,QUEENSLAND,Brisbane,Bathing,M,10,Lacerations to torso & thigh,N,UNKNOWN,UNKNOWN,1901,DEC,BATHING,No,LACERATIONS,UNKONWN
5543,Mid Oct-1901,1901,Unprovoked,PHILIPPINES,ZAMBOANGA DEL SUR PROVINCE,Port Isabela de Basilan,Taking catch from a fish weir in which the shark was snared,M,UNKNOWN,Right thigh bitten ,N,UNKNOWN,UNKNOWN,1901,OCT,TAKING,No,BITTEN,UNKONWN
5544,Reported 23-Sep-1901,1901,Unprovoked,CYPRUS,SOUTHERN CYPRUS,Larnaca,Swimming,M,UNKNOWN,"FATAL, bitten on arms, chest & legs",Y,UNKNOWN,2 m shark,1901,SEP,SWIMMING,No,FATAL INJURY,UNKONWN
5545,30-Jul-1901,1901,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Windmill Beach,Swimming,M,29,"Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL",Y,14h15,White shark,1901,JUL,SWIMMING,No,FATAL INJURY,WHITE
5548,24-Jun-1901,1901,Unprovoked,PHILIPPINES,WESTERN VISCAYAS,"Island of Panay, Iliolo",Swimming,M,UNKNOWN,"Left thigh stripped of flesh 4"" above the knee ",N,15h00,UNKNOWN,1901,JUN,SWIMMING,No,OTHERS,UNKONWN
5549,30-Jan-1901,1901,Unprovoked,AUSTRALIA,QUEENSLAND,Brisbane,Bathing,M,UNKNOWN,"Thigh bitten, FATAL",Y,UNKNOWN,UNKNOWN,1901,JAN,BATHING,No,FATAL INJURY,UNKONWN
5550,Summer 1901,1901,Unprovoked,USA,FLORIDA,Indian River Inlet / Fort Pierce Inlet,Bathing,M,UNKNOWN,Abdomen bitten,N,UNKNOWN,UNKNOWN,1901,UNKNOWN,BATHING,No,BITTEN,UNKONWN
5551,27-Dec-1900,1900,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Middle Harbour, Sydney",Bathing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1900,DEC,BATHING,No,FATAL INJURY,UNKONWN
5552,14-Nov-1900,1900,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Three Anchor Bay,Swimming,M,30,"FATAL, legs severed",Y,UNKNOWN,UNKNOWN,1900,NOV,SWIMMING,No,FATAL INJURY,UNKONWN
5554,15-Sep-1900,1900,Unprovoked,AUSTRALIA,QUEENSLAND,Townsville,Swimming,M,UNKNOWN,Laceration to right leg,N,UNKNOWN,UNKNOWN,1900,SEP,SWIMMING,No,LACERATIONS,UNKONWN
5555,13-Sep-1900,1900,Unprovoked,USA,RHODE ISLAND,Coddington Cove,Diving,M,UNKNOWN,No injury,UNKNOWN,UNKNOWN,,1900,SEP,DIVING,No,NO INJURY,UNKONWN
5556,05-Sep-1900,1900,Unprovoked,USA,HAWAII,"Waikiki Beach, Oahu",Floating,M,UNKNOWN,"Bathing suit torn & ""imprints of the shark's teeth on his body""",N,Afternoon,UNKNOWN,1900,SEP,FLOATING,No,OTHERS,UNKONWN
5557,21-Aug-1900,1900,Unprovoked,USA,NORTH CAROLINA,"Southport, Brunswick County",Bathing,M,UNKNOWN,Left hand lacerated,N,Afternoon,UNKNOWN,1900,AUG,BATHING,No,LACERATIONS,UNKONWN
5558,31-Jul-1900,1900,Unprovoked,CROATIA,PRIMORJE-GORSKI KOTAR COUNTY,"Volosko, Opatija",Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1900,JUL,SWIMMING,No,FATAL INJURY,UNKONWN
5560,Late Jul-1900,1900,Provoked,USA,CONNECTICUT,"Bridgeport, Fairfield County",,X,UNKNOWN,"No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT",N,UNKNOWN,UNKNOWN,1900,JUL,UNKONWN,No,NO INJURY,UNKONWN
5561,  28-Jan-1900,1900,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Lane Cove River, Sydney Harbor (Estuary)","Standing, gathering oysters",M,UNKNOWN,Right posterior thigh bitten,N,12h00,UNKNOWN,1900,JAN,STANDING,No,BITTEN,UNKONWN
5562,Early 1900s,1900,Unprovoked,USA,HAWAII,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",UNKNOWN,M,UNKNOWN,Severe abrasion when shark swam between his legs,N,UNKNOWN,UNKNOWN,1900,UNKNOWN,UNKONWN,No,OTHERS,UNKONWN
5563,Ca. 1900,1900,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Port Elizabeth,Swimming,M,UNKNOWN,Leg severed,N,Early morning,UNKNOWN,1900,UNKNOWN,SWIMMING,No,LIMB SEVERED,UNKONWN
5564,18-Dec-1899,1899,Unprovoked,AUSTRALIA,QUEENSLAND,Tingalpa Creek,Fell into the water,M,UNKNOWN,bite to lower leg,N,Afternoon,UNKNOWN,1899,DEC,UNKONWN,No,OTHERS,UNKONWN
5565,20-Nov-1899,1899,Sea Disaster,PHILIPPINES,MINDORO OCCIDENTAL,Off Lubang Island,Sea Disaster,X,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1899,NOV,UNKONWN,No,FATAL INJURY,UNKONWN
5566,28-Oct-1899,1899,Boat,AUSTRALIA,VICTORIA,"Governor's Reef, Port Phillip Bay",Fishing for squid,X,UNKNOWN,"No injury to occupants, shark bit boat",N,Morning,20' shark,1899,OCT,FISHING,Yes,NO INJURY,UNKONWN
5567,Reported 12-Oct-1899,1899,Unprovoked,LIBYA,MEDITERRANEAN SEA,Off Bengasi,Diving,M,UNKNOWN,Lacerations to head,N,UNKNOWN,UNKNOWN,1899,OCT,DIVING,No,LACERATIONS,UNKONWN
5568,Reported 12-Oct-1899,1899,Unprovoked,LIBYA,MEDITERRANEAN SEA,Off Bengasi,Sponge diving,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1899,OCT,DIVING,No,FATAL INJURY,UNKONWN
5569,Reported 11-Sep-1899,1899,Unprovoked,MEXICO,TAMAULIPAS,Tampico,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1899,SEP,SWIMMING,No,FATAL INJURY,UNKONWN
5570,Reported 23-Aug-1899,1899,Provoked,USA,CALIFORNIA,"Monterey Bay, Monterey County",Hunting sharks,M,UNKNOWN,"FATAL, Drowned or crushed when harpooned shark smashed their boat PROVOKED INCIDENT",Y,UNKNOWN,Basking shark,1899,AUG,HUNTING,No,FATAL INJURY,BASKING
5571,15-Aug-1899,1899,Unprovoked,USA,FLORIDA,"Trout River, Panama Park",Swimming,M,15,FATAL,Y,UNKNOWN,3 m [10'] shark,1899,AUG,SWIMMING,No,FATAL INJURY,UNKONWN
5572,08-Aug-1899,1899,Unprovoked,EGYPT,MEDITERRANEAN SEA,Port Said,Floating on his back,M,9,Back muscles torn away,N,11h30,UNKNOWN,1899,AUG,FLOATING,No,OTHERS,UNKONWN
5573,08-Aug-1899,1899,Unprovoked,EGYPT,MEDITERRANEAN SEA,Port Said,Bathing,M,19,"Forearm, wrist & hand bitten",N,09h30,UNKNOWN,1899,AUG,BATHING,No,BITTEN,UNKONWN
5574,08-Aug-1899,1899,Unprovoked,EGYPT,MEDITERRANEAN SEA,Port Said,Bathing,M,13,Left leg bitten,N,08h30,UNKNOWN,1899,AUG,BATHING,No,BITTEN,UNKONWN
5575,Reported 08-Jul-1899,1899,Unprovoked,BAHAMAS,UNKNOWN,UNKNOWN,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1899,JUL,UNKONWN,No,FATAL INJURY,UNKONWN
5576,07-Jun-1899,1899,Provoked,ITALY,CALABRIA,Bagnara Calabra,Fishing,M,UNKNOWN,Multiple injuries from boated shark PROVOKED INCIDENT,N,UNKNOWN,70 kg shark,1899,JUN,FISHING,Yes,INJURED,UNKONWN
5579,Reported 04-May-1899,1899,Unprovoked,ITALY,IMPERIA PROVINCE,Bordighera,Bathing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1899,MAY,BATHING,No,FATAL INJURY,UNKONWN
5581,1899 During the Seige of Ladysmith,1899,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Durban,Dangling feet in the water,M,UNKNOWN,Foot severed ,N,UNKNOWN,UNKNOWN,1899,UNKNOWN,DANGLING,No,LIMB SEVERED,UNKONWN
5582,1899,1899,Boat,USA,FLORIDA,St. John's River,Rowing,M,UNKNOWN,No injury to occupants. shark bit oar,N,UNKNOWN,UNKNOWN,1899,UNKNOWN,ROWING,Yes,NO INJURY,UNKONWN
5583,Ca. 1899,1899,Unprovoked,USA,FLORIDA,Near a small wreck in a channel at Indian Key,Hunting crayfish,M,UNKNOWN,Leg bitten,N,UNKNOWN,1.5 m [5'] shark,1899,UNKNOWN,HUNTING,No,BITTEN,UNKONWN
5584,Reported 28-Dec-1898,1898,Unprovoked,AUSTRALIA,QUEENSLAND,The Narrows,Fell oveboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1898,DEC,UNKONWN,No,FATAL INJURY,UNKONWN
5585,28-Oct-1898,1898,Unprovoked,USA,HAWAII,Off Kohala,Jumped overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1898,OCT,UNKONWN,No,FATAL INJURY,UNKONWN
5586,Reported 19-Sep-1898,1898,Unprovoked,UNKNOWN,UNKNOWN,UNKNOWN,Diving,M,UNKNOWN,Lacerations to hand from shark trapped inside diving bell. ,N,UNKNOWN,UNKNOWN,1898,SEP,DIVING,No,LACERATIONS,UNKONWN
5587,Reported 19-Sep-1898,1898,Unprovoked,UNKNOWN,UNKNOWN,UNKNOWN,Diving,M,UNKNOWN,Lacerations to fingers,N,UNKNOWN,UNKNOWN,1898,SEP,DIVING,No,LACERATIONS,UNKONWN
5588,Reported 07-Sep-1898,1898,Unprovoked,WEST INDIES,UNKNOWN,UNKNOWN,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1898,SEP,UNKONWN,No,FATAL INJURY,UNKONWN
5589,22-Aug-1898,1898,Unprovoked,USA,NEW YORK,"Prince's Bay, Staten Island",Swimming,M,UNKNOWN,Laceration to thigh,N,Afternoon,UNKNOWN,1898,AUG,SWIMMING,No,LACERATIONS,UNKONWN
5591,15-Jul-1898,1898,Unprovoked,YEMEN,ADEN,Outer Harbor,Swimming at side of small boat,M,24,"FATAL, severe injuries to both arms & legs, 3 limbs surgically amputed & died after 3 days  ",Y,Afternoon,UNKNOWN,1898,JUL,SWIMMING,No,FATAL INJURY,UNKONWN
5592,14-Jul-1898,1898,Unprovoked,YEMEN,ADEN,Sapper Bay,Standing,M,22,FATAL,Y,UNKNOWN,UNKNOWN,1898,JUL,STANDING,No,FATAL INJURY,UNKONWN
5593, Jul-1898,1898,Unprovoked,CUBA,SANTIAGO DE CUBA PROVINCE,Santiago de Cuba,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1898,JUL,SWIMMING,No,FATAL INJURY,UNKONWN
5594,22-Jun-1898,1898,Unprovoked,NEW CALEDONIA,SOUTH PROVINCE,Noumea,boat from City of Naples capsized,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1898,JUN,UNKONWN,No,FATAL INJURY,UNKONWN
5595,13-Apr-1898,1898,Sea Disaster,FIJI,MUALA,UNKNOWN,The cutter Francis Adams foundered,M,UNKNOWN,Lacerations to thigh,N,UNKNOWN,UNKNOWN,1898,APR,UNKONWN,No,LACERATIONS,UNKONWN
5596,1898.01.24,1898,Unprovoked,SRI LANKA,UNKNOWN,Colombo Harbor,Swimming,M,UNKNOWN,FATAL,Y,01h00,UNKNOWN,1898,UNKNOWN,SWIMMING,No,FATAL INJURY,UNKONWN
5598,1898,1898,Unprovoked,USA,SOUTH CAROLINA,Ramshorn Creek,Fishing (Seining),M,15,Lacerations to left hand,N,UNKNOWN,White shark,1898,UNKNOWN,FISHING,Yes,LACERATIONS,WHITE
5599,1898 (soon after the close of the Spanish-American War),1898,Unprovoked,CUBA,SANTIAGO DE CUBA PROVINCE,Off Santiago de Cuba,13 men in the water after sailboat capsized & sank,M,UNKNOWN,"FATAL, 7 survived but 6 were taken by sharks",Y,UNKNOWN,UNKNOWN,1898,UNKNOWN,UNKONWN,No,FATAL INJURY,UNKONWN
5600,1898,1898,Unprovoked,JAMAICA,KINGSTON PARISH,Kingston Harbor,Trailing hand in the water,F,UNKNOWN,"Hand lacerated, 2 fingers severed",N,UNKNOWN,UNKNOWN,1898,UNKNOWN,TRAILING,No,LACERATIONS,UNKONWN
5601,1898,1898,Unprovoked,CUBA,CAMAGUEY PROVINCE,Nuevitas Harbor,Attempting to escape by swimming to shore,M,UNKNOWN,"FATAL, 4 were killed by sharks, 1 survived",Y,UNKNOWN,UNKNOWN,1898,UNKNOWN,ATTEMPTING,No,FATAL INJURY,UNKONWN
5602,1898-1899,1898,Unprovoked,USA,FLORIDA,"a creek near Jacksonville, Duval County",UNKNOWN,M,UNKNOWN,Lacerations,N,UNKNOWN,UNKNOWN,1898,UNKNOWN,UNKONWN,No,LACERATIONS,UNKONWN
5603,Summer of 1898,1898,Unprovoked,YEMEN,ADEN,Harbor,Diving for coins,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1898,UNKNOWN,DIVING,No,FATAL INJURY,UNKONWN
5604,1898,1898,Sea Disaster,USA,HAWAII,UNKNOWN,Loss of the schooner Nomad,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1898,UNKNOWN,UNKONWN,No,FATAL INJURY,UNKONWN
5605,Reported 04-Dec-1897,1897,Provoked,USA,EAST COAST,UNKNOWN,Angling,M,UNKNOWN,Hooked shark bit his leg PROVOKED INCIDENT,N,UNKNOWN,UNKNOWN,1897,DEC,ANGLING,No,OTHERS,UNKONWN
5607,Reported 05-Oct-1897,1897,Unprovoked,MARSHALL ISLANDS,RATAK,Ailuk Island,Fishing,X,UNKNOWN,FATAL,Y,UNKNOWN,3 sharks,1897,OCT,FISHING,Yes,FATAL INJURY,UNKONWN
5608,17-Sep-1897,1897,Provoked,USA,RHODE ISLAND,Point Judith,Fishing,M,UNKNOWN,Lacerations to hand by netted shark PROVOKED INCIDENT,N,Late Afternoon,"13'10"" shark",1897,SEP,FISHING,Yes,LACERATIONS,UNKONWN
5609,06-Sep-1897,1897,Unprovoked,USA,SOUTH CAROLINA,"Elliott Cut, Charleston County",Standing,M,UNKNOWN,Lacerations to lower leg,N,UNKNOWN,UNKNOWN,1897,SEP,STANDING,No,LACERATIONS,UNKONWN
5610,21-Jul-1897,1897,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,"Back Beach, Durban",Wading after stray fish from seine netters catch,M,UNKNOWN,FATAL,Y,Morning,UNKNOWN,1897,JUL,WADING,No,FATAL INJURY,UNKONWN
5611,09-Jun-1897,1897,Sea Disaster,YEMEN,SOCOTRA ISLANDS,Socotra,Wreck of the steamship Sultan of Bombay,X,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1897,JUN,UNKONWN,No,FATAL INJURY,UNKONWN
5612,Reported 15-Mar-1897,1897,Unprovoked,UNKNOWN,MEDITERRANEAN SEA,UNKNOWN,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1897,MAR,SWIMMING,No,FATAL INJURY,UNKONWN
5613,Reported 15-Mar-1897,1897,Unprovoked,USA,MASSACHUSETTS,30 miles south of Lynn,Fishing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1897,MAR,FISHING,Yes,FATAL INJURY,UNKONWN
5614,1897,1897,Unprovoked,NEW ZEALAND,UNKNOWN,UNKNOWN,UNKNOWN,M,UNKNOWN,Lacerations to left arm,N,UNKNOWN,UNKNOWN,1897,UNKNOWN,UNKONWN,No,LACERATIONS,UNKONWN
5615,1897,1897,Unprovoked,EGYPT,MEDITERRANEAN SEA,Port Said,UNKNOWN,X,UNKNOWN,No details,UNKNOWN,UNKNOWN,UNKNOWN,1897,UNKNOWN,UNKONWN,No,NO DETAILS,UNKONWN
5616,23-Decp1896,1896,Boat,AUSTRALIA,VICTORIA,Hobson's Bay,Fishing,M,UNKNOWN,No injury to occupants. Shark bit boat several times,N,05h00,12' to 14' shark,1896,UNKNOWN,FISHING,Yes,NO INJURY,UNKONWN
5617,20-Dec-1896,1896,Unprovoked,NEW ZEALAND,NORTH ISLAND,"Marine Parade, Napier, Hawke Bay",Bathing,M,26,"FATAL, left arm severed at elbow,  right arm at wrist ",Y,UNKNOWN,UNKNOWN,1896,DEC,BATHING,No,FATAL INJURY,UNKONWN
5618,Reported 17-Dec-1896,1896,Unprovoked,NEW ZEALAND,SOUTH ISLAND,Hoiktika,UNKNOWN,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1896,DEC,UNKONWN,No,FATAL INJURY,UNKONWN
5619,29-Nov-1896,1896,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Albany,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1896,NOV,SWIMMING,No,FATAL INJURY,UNKONWN
5620,01-Nov-1896,1896,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Esperance,Boat swamped,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1896,NOV,UNKONWN,No,FATAL INJURY,UNKONWN
5621,Reported 11-Sep-1896,1896,Unprovoked,SRI LANKA,UNKNOWN,UNKNOWN,Diving,M,UNKNOWN,Leg severed,N,UNKNOWN,UNKNOWN,1896,SEP,DIVING,No,LIMB SEVERED,UNKONWN
5622,25-Jul-1896,1896,Unprovoked,USA,HAWAII,"Kahului, Maui",Fishing,M,35,FATAL,Y,10h30,UNKNOWN,1896,JUL,FISHING,Yes,FATAL INJURY,UNKONWN
5623,Reported 21-Jun-1896,1896,Unprovoked,USA,SOUTH CAROLINA,Charleston,Bathing,M,UNKNOWN,Lacerations to foot and calf,N,UNKNOWN,UNKNOWN,1896,JUN,BATHING,No,LACERATIONS,UNKONWN
5624, 11-Jan-1896,1896,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Johnstone's Bay, Sydney",Bathing,M,11,FATAL,Y,Afternoon,UNKNOWN,1896,JAN,BATHING,No,FATAL INJURY,UNKONWN
